"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,3.449134348,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,2.808115491,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.816511938,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.846627178,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.850818953,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.379091973,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,1.848464049,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.392361888,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.748990915,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.447794257,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.715222133,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.329365957,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.597582388,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.529284095,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.224683595,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.271720104,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,1.989742388,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.914462895,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,2.910063513,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.724657079,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.646222696,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,2.222857663,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.673140436,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.18909907,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.036460032,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.671352572,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.617005628,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.875514244,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.533208637,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-13.017207408,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-5.919280257,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-5.078838591,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-5.220044051,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,8.927700207,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,6.328031926,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,8.954793211,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,10.757365918,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,10.71460945,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","Units",,,1.206555455,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","Units",,,0.197890774,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","Units",,,1.277728269,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","Units",,,1.095137873,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","Units",,,0.364620089,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","Units",,,1.680534396,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","Units",,,0.522105943,,
"NOR","Norway","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","Units",,,0.811768348,,
